prioritaet,inhaltstyp,titel,url,quelle,veroeffentlicht,geaendert,hauptnavigation,entscheidung,ziel,verantwortlich,benoetigte_freigabe,offener_punkt,faellig
3,Beitrag,THE CELTIC SPIRIT,https://akg-kiel.de/the-celtic-spirit,WordPress REST + Sitemap,2022-12-03,2023-12-05,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,THE CELTIC SPIRIT – A CELTIC CHRISTMAS,https://akg-kiel.de/the-celtic-spirit-a-celtic-christmas,WordPress REST + Sitemap,2023-11-30,2024-12-03,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,The Messiah,https://akg-kiel.de/the-messiah,WordPress REST + Sitemap,2021-12-02,2022-12-04,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Theater Kiel – Phil Harmonie,https://akg-kiel.de/theater-kiel-phil-harmonie,WordPress REST + Sitemap,2025-03-11,2026-03-17,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,TKKG 2025,https://akg-kiel.de/tkkg-2025,WordPress REST + Sitemap,2024-01-18,2025-01-19,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Törn 2022 der Bericht,https://akg-kiel.de/toern-2022,WordPress REST + Sitemap,2022-08-13,2022-08-14,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Trainee 26-27,https://akg-kiel.de/trainee-26-27,WordPress REST + Sitemap,2026-04-23,2026-06-05,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Trauer-Kerzen-Schale in Petruskirche,https://akg-kiel.de/trauer-kerzen-schale-in-petruskirche,WordPress REST + Sitemap,2022-12-20,2023-01-03,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,U4-KiGo,https://akg-kiel.de/u4-kigo,WordPress REST + Sitemap,2022-03-11,2022-10-01,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,U4-KiGo,https://akg-kiel.de/u4-kigo-2,WordPress REST + Sitemap,2022-09-09,2022-10-09,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Ulrich Tukur,https://akg-kiel.de/ulrich-tukur,WordPress REST + Sitemap,2023-07-12,2024-07-16,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,UNI Kammerorchester,https://akg-kiel.de/uni-kammerorchester,WordPress REST + Sitemap,2022-06-09,2023-06-16,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,UNI Semesterkonzert,https://akg-kiel.de/uni-semesterkonzert,WordPress REST + Sitemap,2023-01-23,2024-02-01,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Update aus Amerika!,https://akg-kiel.de/update-aus-amerika,WordPress REST + Sitemap,2023-02-15,2023-07-29,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Verein für Kinder- und Jugenarbeit,https://akg-kiel.de/verein-fuer-kinder-und-jugenarbeit,WordPress REST + Sitemap,2022-03-06,2022-09-06,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,VOCI-e-VIOLINI,https://akg-kiel.de/voci-e-violini,WordPress REST + Sitemap,2021-08-12,2022-08-15,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Voci e Violini,https://akg-kiel.de/voci-e-violini-2,WordPress REST + Sitemap,2022-11-16,2023-11-21,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Vorstellung Gunnar Engel,https://akg-kiel.de/vorstellung-gunnar-engel,WordPress REST + Sitemap,2022-09-12,2022-09-28,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Vorstellung Monika Dann,https://akg-kiel.de/vorstellung-monika-dann,WordPress REST + Sitemap,2022-09-02,2022-09-12,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Waisen in Kimosonu 2025,https://akg-kiel.de/waisen-in-kimosonu-2025,WordPress REST + Sitemap,2025-04-12,2025-06-11,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Waisen in Kimosonu 2025/6,https://akg-kiel.de/waisen-in-kimosonu-2025-6,WordPress REST + Sitemap,2025-06-11,2025-09-22,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Weihnachten in Gemeinschaft 2023,https://akg-kiel.de/weihnachten-in-gemeinschaft-2023,WordPress REST + Sitemap,2022-12-24,2023-12-28,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Weihnachtsgruß 2017,https://akg-kiel.de/weihnachtsgruss-2017,WordPress REST + Sitemap,2017-12-18,2019-09-18,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,WEIHNACHTSKONZERT der Bläserphilharmonie Kiel,https://akg-kiel.de/weihnachtskonzert-der-blaeserphilharmonie-kiel,WordPress REST + Sitemap,2021-12-11,2022-03-09,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Weihnachtsoratorium,https://akg-kiel.de/weihnachtsoratorium,WordPress REST + Sitemap,2021-12-19,2022-12-21,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Weihnachtsoratorium,https://akg-kiel.de/weihnachtsoratorium-2,WordPress REST + Sitemap,2023-12-06,2024-12-11,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Weihnachtsoratorium CAU Kiel,https://akg-kiel.de/weihnachtsoratorium-cau-kiel,WordPress REST + Sitemap,2022-12-18,2023-12-20,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,"Weihnachtsoratorium, Teile I-III UNI",https://akg-kiel.de/weihnachtsoratorium-teile-i-iii-uni,WordPress REST + Sitemap,2023-12-16,2024-12-21,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,gebratene Ziege,https://akg-kiel.de/wenn-man-eine-gebratene-ziege-geschenkt-bekommt-ndafu,WordPress REST + Sitemap,2018-06-18,2021-08-25,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Wichtige Infos zum Kindergottesdienst,https://akg-kiel.de/wichtige-infos-zum-kindergottesdienst,WordPress REST + Sitemap,2021-05-28,2022-06-26,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,WINTER MOMENTE,https://akg-kiel.de/winter-momente,WordPress REST + Sitemap,2022-01-12,2023-01-17,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Wir sind wieder da!,https://akg-kiel.de/wir-sind-wieder-da,WordPress REST + Sitemap,2014-01-14,2019-10-09,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Worship Abend Online,https://akg-kiel.de/worship-abend-online,WordPress REST + Sitemap,2021-05-20,2021-06-04,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,wunder.bar im September,https://akg-kiel.de/wunder-bar-im-september,WordPress REST + Sitemap,2022-08-10,2022-09-19,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Ziegen Ngabobo 2017,https://akg-kiel.de/ziegen-ngabobo-2017,WordPress REST + Sitemap,2017-07-03,2019-09-18,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Zwei Themenabende zu Paul Gerhard,https://akg-kiel.de/zwei-themenabende-zu-paul-gerhard,WordPress REST + Sitemap,2022-09-30,2023-11-29,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitragsformat,Beitragsformat Chat,https://akg-kiel.de/type/chat,Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-55/58/66: System- und Redirect-Sammelfreigabe,Keine,
3,Beitragsformat,Beitragsformat Video,https://akg-kiel.de/type/video,Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-55/58/66: System- und Redirect-Sammelfreigabe,Keine,
3,Bibelbuch-Archiv,1–20,https://akg-kiel.de/book/1-20,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Bibelbuch-Archiv,14-16,https://akg-kiel.de/book/14-16,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Bibelbuch-Archiv,16-20,https://akg-kiel.de/book/16-20,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Bibelbuch-Archiv,Est4,https://akg-kiel.de/book/est4,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Bibelbuch-Archiv,Esther,https://akg-kiel.de/book/esther,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Bibelbuch-Archiv,Matthäus 28,https://akg-kiel.de/book/matthaeus-28,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Bibelbuch-Archiv,Matthäus28,https://akg-kiel.de/book/matthaeus28,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Bibelbuch-Archiv,Mt. 28,https://akg-kiel.de/book/mt-28,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Bibelbuch-Archiv,"Mt. 28, 16-20",https://akg-kiel.de/book/mt-28-16-20,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,FAQ-Kategorie,Hochzeit,https://akg-kiel.de/faq_category/hochzeit,WordPress REST + Sitemap,,,nein,entfallen lassen,/kontakt#faqs,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/61/66: Redirect-Sammelfreigabe,Keine,
3,FAQ-Kategorie,Kirche,https://akg-kiel.de/faq_category/kirche,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,/kontakt#faqs,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/61/66: Redirect-Sammelfreigabe,Keine,
3,FAQ-Kategorie,Konfirmation,https://akg-kiel.de/faq_category/konfirmation,WordPress REST + Sitemap,,,nein,entfallen lassen,/kontakt#faqs,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/61/66: Redirect-Sammelfreigabe,Keine,
3,FAQ-Kategorie,Taufe,https://akg-kiel.de/faq_category/taufe,WordPress REST + Sitemap,,,nein,entfallen lassen,/kontakt#faqs,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/61/66: Redirect-Sammelfreigabe,Keine,
3,FAQ-Kategorie,Trauerfall,https://akg-kiel.de/faq_category/trauerfall,WordPress REST + Sitemap,,,nein,entfallen lassen,/kontakt#faqs,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/61/66: Redirect-Sammelfreigabe,Keine,
3,FAQ-Kategorie,Mitgliedschaft,https://akg-kiel.de/faq_category/umgemeindung,WordPress REST + Sitemap,,,nein,entfallen lassen,/kontakt#faqs,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/61/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,AnkündigungenStartseite,https://akg-kiel.de/category/ankuendigungenstartseite,WordPress REST + Sitemap,,,nein,entfallen lassen,/aktuelles,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,KGR,https://akg-kiel.de/category/der-kgr-berichtet-an-die-gemeinde,WordPress REST + Sitemap,,,nein,entfallen lassen,/gemeinde,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,Freizeiten,https://akg-kiel.de/category/freizeiten,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,Gemeindeleben,https://akg-kiel.de/category/gemeindeleben,WordPress REST + Sitemap,,,nein,entfallen lassen,/aktuelles,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,Katarinas reise,https://akg-kiel.de/category/katarinas-reise,WordPress REST (nicht im Sitemap-Cache),,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,Konzerte,https://akg-kiel.de/category/konzerte,WordPress REST + Sitemap,,,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Keine,
3,Kategorie,Konzerte Archiv,https://akg-kiel.de/category/konzerte-archiv,WordPress REST + Sitemap,,,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Keine,
3,Kategorie,Neue Pastoren,https://akg-kiel.de/category/neue-pastoren,WordPress REST + Sitemap,,,nein,entfallen lassen,/gemeinde,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,Neuigkeiten,https://akg-kiel.de/category/neuigkeiten,WordPress REST + Sitemap,,,nein,entfallen lassen,/aktuelles,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,Online-Gottesdienste,https://akg-kiel.de/category/online-gottesdienste,WordPress REST + Sitemap,,,nein,entfallen lassen,/gottesdienste,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,Online-Kindergottesdienst,https://akg-kiel.de/category/online-kindergottesdienst,WordPress REST + Sitemap,,,nein,entfallen lassen,/gottesdienste,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,Predigtreihen,https://akg-kiel.de/category/predigtreihen,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,SHMF,https://akg-kiel.de/category/shmf,WordPress REST + Sitemap,,,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Keine,
3,Kategorie,Tansania,https://akg-kiel.de/category/tansania,WordPress REST + Sitemap,,,nein,entfallen lassen,/gemeinde/tansaniaprojekt,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Kategorie,Uncategorized,https://akg-kiel.de/category/uncategorized,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-58/66: Redirect-Sammelfreigabe,Keine,
3,Prediger-Archiv,Andrea-Ulrike Khandurani,https://akg-kiel.de/prediger/andrea-ulrike-khan-durani,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Anika Tober,https://akg-kiel.de/prediger/anika-tober,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Bärbel Boy,https://akg-kiel.de/prediger/baerbel-boy,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Björn Ströh,https://akg-kiel.de/prediger/bjoern-stroeh,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Carsten Haasis,https://akg-kiel.de/prediger/carsten-haasis,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Christoph Kaiser,https://akg-kiel.de/prediger/christoph-kaiser,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Christoph Kaiser u. Team N,https://akg-kiel.de/prediger/christoph-kaiser-u-team-n,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Emily Bornholdt,https://akg-kiel.de/prediger/emily-bornholdt,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Eric,https://akg-kiel.de/prediger/eric,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Gideon Häußermann,https://akg-kiel.de/prediger/gideon-haeussermann,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Pastor Gunnar Engel,https://akg-kiel.de/prediger/gunnar-engel,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
3,Prediger-Archiv,Holger Gerhard,https://akg-kiel.de/prediger/holger-gerhard,WordPress REST + Sitemap,,,nein,entfallen lassen,Kein Nachfolger; 410/404 statt inhaltlich falschem Redirect,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: keine gesonderte Freigabe,Keine,
